team_id,team_name,rl_ids,team_crest,team_url
xUZ5xVki,Renaissance Zemamra,MOROCCO_BOTOLA_PRO___ROUND_11,https://static.flashscore.com/res/image/data/EZigHDFG-63LcsWgs.png,https://www.flashscore.com/team/renaissance-zemamra/M50CklHf/
M50CklHf,IR Tanger,MOROCCO_BOTOLA_PRO___ROUND_11,https://static.flashscore.com/res/image/data/lr4B35Cr-EkEyeNaE.png,https://www.flashscore.com/team/ir-tanger/xUZ5xVki/
djPpJ4we,Guadalajara,SPAIN_PRIMERA_RFEF___GROUP_1___ROUND_23,https://static.flashscore.com/res/image/data/hU82jLYA-6eLP6Vlk.png,https://www.flashscore.com/team/guadalajara/WhhSCpFP/
WhhSCpFP,Arenas Getxo,SPAIN_PRIMERA_RFEF___GROUP_1___ROUND_23,https://static.flashscore.com/res/image/data/CAJQzFh5-jiiAIOFt.png,https://www.flashscore.com/team/arenas-getxo/djPpJ4we/
SEksXw9A,Servette Geneve FC W,SWITZERLAND_SUPER_LEAGUE_WOMEN___ROUND_13,https://static.flashscore.com/res/image/data/4l8Zigjl-8M2EDAek.png,https://www.flashscore.com/team/servette/SEksXw9A/
j5mhWQQc,Zurich W,SWITZERLAND_SUPER_LEAGUE_WOMEN___ROUND_13,https://static.flashscore.com/res/image/data/8vRMwBXg-rXtfmGF6.png,https://www.flashscore.com/team/zurich/j5mhWQQc/
tbHQUIAt,Bobo-Dioulasso,BURKINA_FASO_PREMIER_LEAGUE___ROUND_18,https://static.flashscore.com/res/image/data/OUqZxdjl-KQaTyG74.png,https://www.flashscore.com/team/bobo-dioulasso/tbHQUIAt/
vohISguL,Sporting Cascades,BURKINA_FASO_PREMIER_LEAGUE___ROUND_18,https://static.flashscore.com/res/image/data/6stoEzxS-QLiQikuk.png,https://www.flashscore.com/team/sporting-cascades/vohISguL/
joO7tfhP,Figueirense,BRAZIL_CATARINENSE___RELEGATION_GROUP___ROUND_2,https://static.flashscore.com/res/image/data/UoIPgeyB-lGWmJ4QE.png,https://www.flashscore.com/team/figueirense/joO7tfhP/
QamTNjZC,Joinville,BRAZIL_CATARINENSE___RELEGATION_GROUP___ROUND_2,https://static.flashscore.com/res/image/data/llyvUmAr-UXxReu5B.png,https://www.flashscore.com/team/joinville/QamTNjZC/
I1DMa0eR,Dep. Pasto,COLOMBIA_PRIMERA_A___APERTURA___ROUND_5,https://static.flashscore.com/res/image/data/rPpVBxZg-hjn5AE5Q.png,https://www.flashscore.com/team/dep-pasto/GdemgvJl/
GdemgvJl,Bucaramanga,COLOMBIA_PRIMERA_A___APERTURA___ROUND_5,https://static.flashscore.com/res/image/data/Eovph8GG-0xyt4W2g.png,https://www.flashscore.com/team/bucaramanga/I1DMa0eR/
rN3Jxc8g,A. Italiano,CHILE_LIGA_DE_PRIMERA___ROUND_2,https://static.flashscore.com/res/image/data/fZSe86hl-6kEqxN0C.png,https://www.flashscore.com/team/a-italiano/rN3Jxc8g/
6BcMMext,U. De Concepcion,CHILE_LIGA_DE_PRIMERA___ROUND_2,https://static.flashscore.com/res/image/data/nmpUa0FG-Eq74Jcjl.png,https://www.flashscore.com/team/u-de-concepcion/6BcMMext/
EogpxU3p,Sp. Luqueno,PARAGUAY_COPA_DE_PRIMERA___APERTURA___ROUND_4,https://static.flashscore.com/res/image/data/6BPq9VdM-4GUthy9Q.png,https://www.flashscore.com/team/sp-luqueno/EogpxU3p/
pxVtG7lc,Ameliano,PARAGUAY_COPA_DE_PRIMERA___APERTURA___ROUND_4,https://static.flashscore.com/res/image/data/ruDjw6fM-zLKsTEF7.png,https://www.flashscore.com/team/sportivo-ameliano/pxVtG7lc/
UBvz183i,Betim,BRAZIL_MINEIRO___ROUND_7,https://static.flashscore.com/res/image/data/4K0tqhwS-tnFvEl3l.png,https://www.flashscore.com/team/betim-fc/UBvz183i/
lrhr3fXN,Itabirito,BRAZIL_MINEIRO___ROUND_7,https://static.flashscore.com/res/image/data/j7sgGUkl-zVwGfYh0.png,https://www.flashscore.com/team/itabirito/lrhr3fXN/
K4Nn6Z08,Anzoategui FC,VENEZUELA_LIGA_FUTVE___APERTURA___ROUND_2,https://static.flashscore.com/res/image/data/CxfuKlYg-zHGRfy9D.png,https://www.flashscore.com/team/academia-anzoategui/K4Nn6Z08/
l0k1Tw5i,Rayo Zuliano,VENEZUELA_LIGA_FUTVE___APERTURA___ROUND_2,https://static.flashscore.com/res/image/data/S0YLLaGG-W6G6DmEi.png,https://www.flashscore.com/team/rayo-zuliano/l0k1Tw5i/
0dHZReql,Central Cordoba,ARGENTINA_LIGA_PROFESIONAL___APERTURA___ROUND_4,https://static.flashscore.com/res/image/data/6XE3LlZg-E7RqoQaq.png,https://www.flashscore.com/team/central-cordoba-santiago-del-estero/0dHZReql/
lr2YMkTK,Union de Santa Fe,ARGENTINA_LIGA_PROFESIONAL___APERTURA___ROUND_4,https://static.flashscore.com/res/image/data/YuZso7jl-OS9FbeGg.png,https://www.flashscore.com/team/union-de-santa-fe/lr2YMkTK/
jJvKtzFj,Emulation,MARTINIQUE_TROPHEE_GERARD_JANVION___ROUND_15,https://static.flashscore.com/res/image/data/pQGDfOwS-UXYkRg50.png,https://www.flashscore.com/team/emulation/jJvKtzFj/
dShMo0xi,Golden Star,MARTINIQUE_TROPHEE_GERARD_JANVION___ROUND_15,https://static.flashscore.com/res/image/data/tMQ5zfFG-4lnf1SWh.png,https://www.flashscore.com/team/golden-star/dShMo0xi/
0dgkOuls,Franciscain,MARTINIQUE_TROPHEE_GERARD_JANVION___ROUND_15,https://static.flashscore.com/res/image/data/MLkQJwGG-6BJ2ugJH.png,https://www.flashscore.com/team/franciscain/rNh5HFBh/
rNh5HFBh,Club Colonial,MARTINIQUE_TROPHEE_GERARD_JANVION___ROUND_15,https://static.flashscore.com/res/image/data/A5eVISAr-vDRM7h3C.png,https://www.flashscore.com/team/club-colonial/0dgkOuls/
zJiQpKic,Golden Lion,MARTINIQUE_TROPHEE_GERARD_JANVION___ROUND_15,https://static.flashscore.com/res/image/data/ljoEixYg-dtSyQHbT.png,https://www.flashscore.com/team/golden-lion/zJiQpKic/
W27yf4QG,Morne des Esses,MARTINIQUE_TROPHEE_GERARD_JANVION___ROUND_15,https://static.flashscore.com/res/image/data/hxF5m6Br-UwChcBp3.png,https://www.flashscore.com/team/morne-des-esses/W27yf4QG/
MwQz79uA,Trenelle,MARTINIQUE_TROPHEE_GERARD_JANVION___ROUND_15,https://static.flashscore.com/res/image/data/p0Vbkvgl-K6FlGxT9.png,https://www.flashscore.com/team/trenelle/h631gDbd/
h631gDbd,Aiglon Lamentin,MARTINIQUE_TROPHEE_GERARD_JANVION___ROUND_15,https://static.flashscore.com/res/image/data/SCWIAWdM-bkE3Ly7p.png,https://www.flashscore.com/team/aiglon-lamentin/MwQz79uA/
vurQNrno,La Horquetta,TRINIDAD_AND_TOBAGO_TT_PREMIER_LEAGUE,https://static.flashscore.com/res/image/data/0reTonCa-Mc20XpUk.png,https://www.flashscore.com/team/la-horquetta/GSC7hOKE/
GSC7hOKE,Central FC,TRINIDAD_AND_TOBAGO_TT_PREMIER_LEAGUE,https://static.flashscore.com/res/image/data/6DwvYDCr-6stL8agi.png,https://www.flashscore.com/team/central-fc/vurQNrno/
U9v7QSIL,Wanderers,URUGUAY_LIGA_AUF_URUGUAYA___APERTURA___ROUND_1,https://static.flashscore.com/res/image/data/WCc1ByCa-zFwegNb8.png,https://www.flashscore.com/team/wanderers/dvF4FAJd/
dvF4FAJd,Defensor Sp.,URUGUAY_LIGA_AUF_URUGUAYA___APERTURA___ROUND_1,https://static.flashscore.com/res/image/data/UgKB6TzS-vZdejfYC.png,https://www.flashscore.com/team/defensor-sp/U9v7QSIL/
OYSN90J0,Necaxa,MEXICO_LIGA_MX___CLAUSURA___ROUND_5,https://static.flashscore.com/res/image/data/IZhXqhXg-8rY7at7H.png,https://www.flashscore.com/team/necaxa/nw32pOQD/
nw32pOQD,Atl. San Luis,MEXICO_LIGA_MX___CLAUSURA___ROUND_5,https://static.flashscore.com/res/image/data/2oiKZ6ZA-dG08RUsN.png,https://www.flashscore.com/team/atletico-san-luis/OYSN90J0/
EBPEFrRQ,Tigres UANL,MEXICO_LIGA_MX___CLAUSURA___ROUND_5,https://static.flashscore.com/res/image/data/h2nbvbZA-IJnFXA9L.png,https://www.flashscore.com/team/tigres-uanl/Iy4albIC/
Iy4albIC,Santos Laguna,MEXICO_LIGA_MX___CLAUSURA___ROUND_5,https://static.flashscore.com/res/image/data/foFgA8Cr-bmPslben.png,https://www.flashscore.com/team/santos-laguna/EBPEFrRQ/
0AiC6BNB,Malacateco,GUATEMALA_LIGA_NACIONAL___CLAUSURA___ROUND_5,https://static.flashscore.com/res/image/data/4AklNJh5-Kd6FFBdj.png,https://www.flashscore.com/team/malacateco/0AiC6BNB/
r5ooNVip,Municipal,GUATEMALA_LIGA_NACIONAL___CLAUSURA___ROUND_5,https://static.flashscore.com/res/image/data/MZYiJsf5-vTLj5hDm.png,https://www.flashscore.com/team/municipal/r5ooNVip/
2ugBHosE,Tepatitlan de Morelos,MEXICO_LIGA_DE_EXPANSION_MX___CLAUSURA___ROUND_5,https://static.flashscore.com/res/image/data/dpxlFqCa-2JfCVxx6.png,https://www.flashscore.com/team/tepatitlan-de-morelos/IT36ygAH/
IT36ygAH,Correcaminos,MEXICO_LIGA_DE_EXPANSION_MX___CLAUSURA___ROUND_5,https://static.flashscore.com/res/image/data/hpAaJcyB-EcnnWKX6.png,https://www.flashscore.com/team/correcaminos/2ugBHosE/
IL2ZQcXn,Juticalpa,HONDURAS_LIGA_NACIONAL___CLAUSURA___ROUND_4,https://static.flashscore.com/res/image/data/MkKgIMWg-dtnFGY4p.png,https://www.flashscore.com/team/juticalpa/SUJOXqvc/
SUJOXqvc,Genesis,HONDURAS_LIGA_NACIONAL___CLAUSURA___ROUND_4,https://static.flashscore.com/res/image/data/QFrVkVkl-SrRE3YiP.png,https://www.flashscore.com/team/genesis-fc/IL2ZQcXn/
SpOmxEoR,Venados,MEXICO_LIGA_DE_EXPANSION_MX___CLAUSURA___ROUND_5,https://static.flashscore.com/res/image/data/2qXUp9f5-YufGFV7m.png,https://www.flashscore.com/team/venados-fc/bXXGgrk7/
bXXGgrk7,Alebrijes Oaxaca,MEXICO_LIGA_DE_EXPANSION_MX___CLAUSURA___ROUND_5,https://static.flashscore.com/res/image/data/0KLjcaCr-2u4uDeVT.png,https://www.flashscore.com/team/alebrijes-de-oaxaca/SpOmxEoR/
Or0HiKbh,El Salvador U17,NORTH_&_CENTRAL_AMERICA_WORLD_CUP_U17___QUALIFICATION___ROUND_1,https://static.flashscore.com/res/image/data/K0mrZHdM-EukgbQAP.png,https://www.flashscore.com/team/el-salvador/80nz5t77/
80nz5t77,Belize U17,NORTH_&_CENTRAL_AMERICA_WORLD_CUP_U17___QUALIFICATION___ROUND_1,https://static.flashscore.com/res/image/data/O6c7NgyS-86hNCjlr.png,https://www.flashscore.com/team/belize/Or0HiKbh/
KK3uaVTf,Honduras U17,NORTH_&_CENTRAL_AMERICA_WORLD_CUP_U17___QUALIFICATION___ROUND_1,https://static.flashscore.com/res/image/data/fuSfRhYA-80wlfMOL.png,https://www.flashscore.com/team/honduras/KK3uaVTf/
SrNHLvAc,Suriname U17,NORTH_&_CENTRAL_AMERICA_WORLD_CUP_U17___QUALIFICATION___ROUND_1,https://static.flashscore.com/res/image/data/0SnPVkzB-MekPOZFe.png,https://www.flashscore.com/team/suriname/SrNHLvAc/
p2ADRKlk,Ind. Medellin,COLOMBIA_PRIMERA_A___APERTURA___ROUND_5,https://static.flashscore.com/res/image/data/lMyrsdhl-plopiAtN.png,https://www.flashscore.com/team/ind-medellin/p2ADRKlk/
KK2QOIY7,Inter Bogotá,COLOMBIA_PRIMERA_A___APERTURA___ROUND_5,https://static.flashscore.com/res/image/data/xCeMUuZg-nouesssi.png,https://www.flashscore.com/team/inter-bogota/KK2QOIY7/
4AbEbdag,Pachuca W,MEXICO_LIGA_MX_WOMEN___CLAUSURA___ROUND_7,https://static.flashscore.com/res/image/data/I7pOemDa-K2yCsQaB.png,https://www.flashscore.com/team/pachuca/pAYgm4Ei/
pAYgm4Ei,Mazatlan FC W,MEXICO_LIGA_MX_WOMEN___CLAUSURA___ROUND_7,https://static.flashscore.com/res/image/data/vgqjZlXg-GAzQOL0c.png,https://www.flashscore.com/team/mazatlan-fc/4AbEbdag/
hjzxSMAK,San Francisco,PANAMA_LPF___CLAUSURA___ROUND_4,https://static.flashscore.com/res/image/data/tdXvVyCr-vTLj5hDm.png,https://www.flashscore.com/team/san-francisco/COo0iase/
COo0iase,Independiente,PANAMA_LPF___CLAUSURA___ROUND_4,https://static.flashscore.com/res/image/data/p4mDhpZg-nXJKIqpI.png,https://www.flashscore.com/team/independiente/hjzxSMAK/
jgPa69ID,Liberia,COSTA_RICA_PRIMERA_DIVISION___CLAUSURA___ROUND_6,https://static.flashscore.com/res/image/data/rF8lLADa-Asw8NYvF.png,https://www.flashscore.com/team/liberia/jgPa69ID/
bqElF1MD,Puntarenas FC,COSTA_RICA_PRIMERA_DIVISION___CLAUSURA___ROUND_6,https://static.flashscore.com/res/image/data/86Cp41Wg-E9M87ZAr.png,https://www.flashscore.com/team/puntarenas-fc/bqElF1MD/
zsGcWCUm,Monterrey W,MEXICO_LIGA_MX_WOMEN___CLAUSURA___ROUND_7,https://static.flashscore.com/res/image/data/8bttFtjl-YFlufF9q.png,https://www.flashscore.com/team/monterrey/CE4Qf9AJ/
CE4Qf9AJ,Club Tijuana W,MEXICO_LIGA_MX_WOMEN___CLAUSURA___ROUND_7,https://static.flashscore.com/res/image/data/nyQiQ3il-vTwfVAOb.png,https://www.flashscore.com/team/club-tijuana/zsGcWCUm/
nuNVeQkr,Club Tijuana,MEXICO_LIGA_MX___CLAUSURA___ROUND_5,https://static.flashscore.com/res/image/data/Ascf81eM-tW0QAqsF.png,https://www.flashscore.com/team/club-tijuana/nuNVeQkr/
pO5ijKm0,Puebla,MEXICO_LIGA_MX___CLAUSURA___ROUND_5,https://static.flashscore.com/res/image/data/EkptxjDa-W6vdbCVa.png,https://www.flashscore.com/team/puebla/pO5ijKm0/
lhGQk0Yg,Zacatecas Mineros,MEXICO_LIGA_DE_EXPANSION_MX___CLAUSURA___ROUND_5,https://static.flashscore.com/res/image/data/WOlVFeil-tIJLyja2.png,https://www.flashscore.com/team/zacatecas-mineros/MwA7wxoa/
MwA7wxoa,Atl. Morelia,MEXICO_LIGA_DE_EXPANSION_MX___CLAUSURA___ROUND_5,https://static.flashscore.com/res/image/data/fiEh3eWg-vupRtYdp.png,https://www.flashscore.com/team/club-atletico-morelia/lhGQk0Yg/
Y5TaMKY6,Mazatlan FC,MEXICO_LIGA_MX___CLAUSURA___ROUND_5,https://static.flashscore.com/res/image/data/UeshHRfM-6Z7oEB85.png,https://www.flashscore.com/team/mazatlan-fc/AXl5ehGE/
AXl5ehGE,Guadalajara Chivas,MEXICO_LIGA_MX___CLAUSURA___ROUND_5,https://static.flashscore.com/res/image/data/ro844CyS-lEs0thDm.png,https://www.flashscore.com/team/guadalajara-chivas/Y5TaMKY6/
zNLhJb1S,Chiba,JAPAN_J1_LEAGUE___ROUND_1,https://static.flashscore.com/res/image/data/8YOWGmdM-z735vIvR.png,https://www.flashscore.com/team/chiba/zNLhJb1S/
C8IHSxPk,Urawa Reds,JAPAN_J1_LEAGUE___ROUND_1,https://static.flashscore.com/res/image/data/2iJi3FWg-nqhLBCKD.png,https://www.flashscore.com/team/urawa-reds/C8IHSxPk/
2J7jacL6,Auckland FC,AUSTRALIA_A_LEAGUE___ROUND_16,https://static.flashscore.com/res/image/data/lnqUFayB-6ycCYMs5.png,https://www.flashscore.com/team/auckland-fc/2J7jacL6/
6JsBlXVI,Sydney FC,AUSTRALIA_A_LEAGUE___ROUND_16,https://static.flashscore.com/res/image/data/40aWoCil-WU4sOyqK.png,https://www.flashscore.com/team/sydney-fc/6JsBlXVI/
vLvZ4M49,PNG Hekari,AUSTRALIA_&_OCEANIA_OFC_PRO_LEAGUE___ROUND_2,https://static.flashscore.com/res/image/data/xluoudEG-KIgPT6MF.png,https://www.flashscore.com/team/png-hekari/vLvZ4M49/
QqTDoM3K,South Island United,AUSTRALIA_&_OCEANIA_OFC_PRO_LEAGUE___ROUND_2,https://static.flashscore.com/res/image/data/SSt37BYA-Q1gqJDV3.png,https://www.flashscore.com/team/south-island-united/QqTDoM3K/
8zCQQGg2,FC Tokyo,JAPAN_J1_LEAGUE___ROUND_1,https://static.flashscore.com/res/image/data/pMhqxbXg-EXAie25A.png,https://www.flashscore.com/team/fc-tokyo/8zCQQGg2/
4nNKlKo9,Kashima Antlers,JAPAN_J1_LEAGUE___ROUND_1,https://static.flashscore.com/res/image/data/KzRTl7Ea-4SARfF5k.png,https://www.flashscore.com/team/kashima-antlers/4nNKlKo9/
CzEIJVBd,Auckland FC 2,AUSTRALIA_&_OCEANIA_OFC_PRO_LEAGUE___ROUND_2,https://static.flashscore.com/res/image/data/4tKCDMHG-APRUkJcb.png,https://www.flashscore.com/team/auckland-fc/CzEIJVBd/
4CoZjHu0,Solomon Kings,AUSTRALIA_&_OCEANIA_OFC_PRO_LEAGUE___ROUND_2,https://static.flashscore.com/res/image/data/8G37J4Ea-Q59s0xJl.png,https://www.flashscore.com/team/solomon-kings/4CoZjHu0/
G6Tk4M6t,Giravanz Kitakyushu,JAPAN_J2/J3_LEAGUE___ROUND_1,https://static.flashscore.com/res/image/data/EBXCcgXg-8rl92RC9.png,https://www.flashscore.com/team/giravanz-kitakyushu/00Cp2KYP/
00Cp2KYP,Gainare Tottori,JAPAN_J2/J3_LEAGUE___ROUND_1,https://static.flashscore.com/res/image/data/pjEatiyS-OSwkpK1g.png,https://www.flashscore.com/team/gainare-tottori/G6Tk4M6t/
QeOGk0W2,Iwata,JAPAN_J2/J3_LEAGUE___ROUND_1,https://static.flashscore.com/res/image/data/nPunuMCa-j758IH5f.png,https://www.flashscore.com/team/iwata/QeOGk0W2/
4UgFVol8,Nagano,JAPAN_J2/J3_LEAGUE___ROUND_1,https://static.flashscore.com/res/image/data/46X87uvS-fehuGhVq.png,https://www.flashscore.com/team/nagano-parceiro/4UgFVol8/
KSReC3sk,Kofu,JAPAN_J2/J3_LEAGUE___ROUND_1,https://static.flashscore.com/res/image/data/8n6oZCdM-zXW2uNoG.png,https://www.flashscore.com/team/kofu/4IyNxjsg/
4IyNxjsg,Fukushima Utd,JAPAN_J2/J3_LEAGUE___ROUND_1,https://static.flashscore.com/res/image/data/xKBGUbzB-EoSTw7Jk.png,https://www.flashscore.com/team/fukushima-united/KSReC3sk/
6s0AMsBf,Nara Club,JAPAN_J2/J3_LEAGUE___ROUND_1,https://static.flashscore.com/res/image/data/OYchHyYg-tUBt3qW2.png,https://www.flashscore.com/team/nara-club/6s0AMsBf/
IcwgwCCt,Tokushima,JAPAN_J2/J3_LEAGUE___ROUND_1,https://static.flashscore.com/res/image/data/CW8x8EeM-j9KqC5rP.png,https://www.flashscore.com/team/tokushima/IcwgwCCt/
4MvNs2n5,Tochigi City,JAPAN_J2/J3_LEAGUE___ROUND_1,https://static.flashscore.com/res/image/data/zclXh5Fa-UPlim0Jl.png,https://www.flashscore.com/team/tochigi-city/4MvNs2n5/
lSW1nlRB,Vegalta Sendai,JAPAN_J2/J3_LEAGUE___ROUND_1,https://static.flashscore.com/res/image/data/UmN6bGyS-rkzDkpKt.png,https://www.flashscore.com/team/vegalta-sendai/lSW1nlRB/
0lMXpXdr,Omiya Ardija,JAPAN_J2/J3_LEAGUE___ROUND_1,https://static.flashscore.com/res/image/data/b1f53vEa-U58J6vtM.png,https://www.flashscore.com/team/omiya-ardija/OErJ0IVR/
OErJ0IVR,Yamaga,JAPAN_J2/J3_LEAGUE___ROUND_1,https://static.flashscore.com/res/image/data/xj1jamZA-l42wt9E1.png,https://www.flashscore.com/team/matsumoto-yamaga/0lMXpXdr/
fwDHgzFc,Shonan Bellmare,JAPAN_J2/J3_LEAGUE___ROUND_1,https://static.flashscore.com/res/image/data/8WNf7vZg-ppTjXyRn.png,https://www.flashscore.com/team/shonan-bellmare/SIV5o8tI/
SIV5o8tI,Blaublitz,JAPAN_J2/J3_LEAGUE___ROUND_1,https://static.flashscore.com/res/image/data/0AdeOxEa-GIj6ZXII.png,https://www.flashscore.com/team/blaublitz/fwDHgzFc/
2uKzonBU,Yokohama FC,JAPAN_J2/J3_LEAGUE___ROUND_1,https://static.flashscore.com/res/image/data/46ZG5yCr-0MUJCQpC.png,https://www.flashscore.com/team/yokohama-fc/OlLWoSeO/
OlLWoSeO,Montedio Yamagata,JAPAN_J2/J3_LEAGUE___ROUND_1,https://static.flashscore.com/res/image/data/MPYWA9HG-Uc4CHyL0.png,https://www.flashscore.com/team/montedio-yamagata/2uKzonBU/
